vessel,form_code,year,month,status,dept,pic,ket,submitted_at,updated_at
Selaras,061,2026,9,S,Deck,CO,Weekly,,
Selaras,061,2026,10,S,Deck,CO,Weekly,,
Selaras,061,2026,11,S,Deck,CO,Weekly,,
Selaras,061,2026,12,S,Deck,CO,Weekly,,
Selaras,073B,2026,1,C,Engine,CE,Voy,,
Selaras,073B,2026,2,C,Engine,CE,Voy,,
Selaras,073B,2026,3,C,Engine,CE,Voy,,
Selaras,073B,2026,4,C,Engine,CE,Voy,,
Selaras,073B,2026,5,C,Engine,CE,Voy,,
Selaras,073B,2026,6,C,Engine,CE,Voy,,
Selaras,073B,2026,7,S,Engine,CE,Voy,,
Selaras,073B,2026,8,S,Engine,CE,Voy,,
Selaras,073B,2026,9,S,Engine,CE,Voy,,
Selaras,073B,2026,10,S,Engine,CE,Voy,,
Selaras,073B,2026,11,S,Engine,CE,Voy,,
Selaras,073B,2026,12,S,Engine,CE,Voy,,
Selaras,075,2026,1,C,Engine,Master,Weekly,,
Selaras,075,2026,2,C,Engine,Master,Weekly,,
Selaras,075,2026,3,C,Engine,Master,Weekly,,
Selaras,075,2026,4,C,Engine,Master,Weekly,,
Selaras,075,2026,5,C,Engine,Master,Weekly,,
Selaras,075,2026,6,C,Engine,Master,Weekly,,
Selaras,075,2026,7,S,Engine,Master,Weekly,,
Selaras,075,2026,8,S,Engine,Master,Weekly,,
Selaras,075,2026,9,S,Engine,Master,Weekly,,
Selaras,075,2026,10,S,Engine,Master,Weekly,,
Selaras,075,2026,11,S,Engine,Master,Weekly,,
Selaras,075,2026,12,S,Engine,Master,Weekly,,
Selaras,084 A,2026,6,C,Deck,CO,SMT,,
Selaras,084 A,2026,12,S,Deck,CO,SMT,,
Selaras,084 B,2026,6,C,Deck,CO,SMT,,
Selaras,084 B,2026,12,S,Deck,CO,SMT,,
Selaras,084 C,2026,6,C,Deck,CO,SMT,,
Selaras,084 C,2026,12,S,Deck,CO,SMT,,
Selaras,084 D,2026,6,C,Deck,CO,SMT,,
Selaras,084 D,2026,12,S,Deck,CO,SMT,,
Selaras,084 E,2026,6,C,Deck,CO,SMT,,
Selaras,084 E,2026,12,S,Deck,CO,SMT,,
Selaras,084 F,2026,6,C,Deck,CO,SMT,,
Selaras,084 F,2026,12,S,Deck,CO,SMT,,
Selaras,093A,2026,1,C,Deck,Master,BLN,,
Selaras,093A,2026,2,C,Deck,Master,BLN,,
Selaras,093A,2026,3,C,Deck,Master,BLN,,
Selaras,093A,2026,4,C,Deck,Master,BLN,,
Selaras,093A,2026,5,C,Deck,Master,BLN,,
Selaras,093A,2026,6,C,Deck,Master,BLN,,
Selaras,093A,2026,7,S,Deck,Master,BLN,,
Selaras,093A,2026,8,S,Deck,Master,BLN,,
Selaras,093A,2026,9,S,Deck,Master,BLN,,
Selaras,093A,2026,10,S,Deck,Master,BLN,,
Selaras,093A,2026,11,S,Deck,Master,BLN,,
Selaras,093A,2026,12,S,Deck,Master,BLN,,
Sahabat,009,2026,1,C,Deck,Master,BLN,,
Sahabat,009,2026,2,C,Deck,Master,BLN,,
Sahabat,009,2026,3,C,Deck,Master,BLN,,
Sahabat,009,2026,4,C,Deck,Master,BLN,,
Sahabat,009,2026,5,C,Deck,Master,BLN,,
Sahabat,009,2026,6,C,Deck,Master,BLN,,
Sahabat,009,2026,7,S,Deck,Master,BLN,,
Sahabat,009,2026,8,S,Deck,Master,BLN,,
Sahabat,009,2026,9,S,Deck,Master,BLN,,
Sahabat,009,2026,10,S,Deck,Master,BLN,,
Sahabat,009,2026,11,S,Deck,Master,BLN,,
Sahabat,009,2026,12,S,Deck,Master,BLN,,
Sahabat,018,2026,1,C,Deck,CO,BLN,,
Sahabat,018,2026,2,C,Deck,CO,BLN,,
Sahabat,018,2026,3,C,Deck,CO,BLN,,
Sahabat,018,2026,4,C,Deck,CO,BLN,,
Sahabat,018,2026,5,C,Deck,CO,BLN,,
Sahabat,018,2026,6,C,Deck,CO,BLN,,
Sahabat,018,2026,7,S,Deck,CO,BLN,,
Sahabat,018,2026,8,S,Deck,CO,BLN,,
Sahabat,018,2026,9,S,Deck,CO,BLN,,
Sahabat,018,2026,10,S,Deck,CO,BLN,,
Sahabat,018,2026,11,S,Deck,CO,BLN,,
Sahabat,018,2026,12,S,Deck,CO,BLN,,
Sahabat,022,2026,1,C,Deck,Master,BLN,,
Sahabat,022,2026,2,C,Deck,Master,BLN,,
Sahabat,022,2026,3,C,Deck,Master,BLN,,
Sahabat,022,2026,4,C,Deck,Master,BLN,,
Sahabat,022,2026,5,C,Deck,Master,BLN,,
Sahabat,022,2026,6,C,Deck,Master,BLN,,
Sahabat,022,2026,7,S,Deck,Master,BLN,,
Sahabat,022,2026,8,S,Deck,Master,BLN,,
Sahabat,022,2026,9,S,Deck,Master,BLN,,
Sahabat,022,2026,10,S,Deck,Master,BLN,,
Sahabat,022,2026,11,S,Deck,Master,BLN,,
Sahabat,022,2026,12,S,Deck,Master,BLN,,
Sahabat,023,2026,1,C,Deck,Master,BLN,,
Sahabat,023,2026,2,C,Deck,Master,BLN,,
Sahabat,023,2026,3,C,Deck,Master,BLN,,
Sahabat,023,2026,4,C,Deck,Master,BLN,,
Sahabat,023,2026,5,C,Deck,Master,BLN,,
Sahabat,023,2026,6,C,Deck,Master,BLN,,
Sahabat,023,2026,7,S,Deck,Master,BLN,,
Sahabat,023,2026,8,S,Deck,Master,BLN,,
Sahabat,023,2026,9,S,Deck,Master,BLN,,
Sahabat,023,2026,10,S,Deck,Master,BLN,,
Sahabat,023,2026,11,S,Deck,Master,BLN,,
Sahabat,023,2026,12,S,Deck,Master,BLN,,
Sahabat,024,2026,1,C,Deck,Master,BLN,,
Sahabat,024,2026,2,C,Deck,Master,BLN,,
Sahabat,024,2026,3,C,Deck,Master,BLN,,
Sahabat,024,2026,4,C,Deck,Master,BLN,,
Sahabat,024,2026,5,C,Deck,Master,BLN,,
Sahabat,024,2026,6,C,Deck,Master,BLN,,
Sahabat,024,2026,7,S,Deck,Master,BLN,,
Sahabat,024,2026,8,S,Deck,Master,BLN,,
Sahabat,024,2026,9,S,Deck,Master,BLN,,
Sahabat,024,2026,10,S,Deck,Master,BLN,,
Sahabat,024,2026,11,S,Deck,Master,BLN,,
Sahabat,024,2026,12,S,Deck,Master,BLN,,
Sahabat,025,2026,1,C,Deck,Master,2 BLN,,
Sahabat,025,2026,3,S,Deck,Master,2 BLN,,
Sahabat,025,2026,5,C,Deck,Master,2 BLN,,
Sahabat,025,2026,7,S,Deck,Master,2 BLN,,
Sahabat,025,2026,9,S,Deck,Master,2 BLN,,
Sahabat,025,2026,11,S,Deck,Master,2 BLN,,
Sahabat,026,2026,3,C,Deck,Master,TRW,,
Sahabat,026,2026,6,C,Deck,Master,TRW,,
Sahabat,026,2026,9,S,Deck,Master,TRW,,
Sahabat,026,2026,12,S,Deck,Master,TRW,,
Sahabat,027,2026,3,C,Deck,Master,TRW,,
Sahabat,027,2026,6,C,Deck,Master,TRW,,
Sahabat,027,2026,9,S,Deck,Master,TRW,,
Sahabat,027,2026,12,S,Deck,Master,TRW,,
Sahabat,028,2026,3,C,Deck,Master,TRW,,
Sahabat,028,2026,6,C,Deck,Master,TRW,,
Sahabat,028,2026,9,S,Deck,Master,TRW,,
Sahabat,028,2026,12,S,Deck,Master,TRW,,
Sahabat,038,2026,3,C,Deck,CO,TRW,,
Sahabat,038,2026,6,C,Deck,CO,TRW,,
Sahabat,038,2026,9,S,Deck,CO,TRW,,
Sahabat,038,2026,12,S,Deck,CO,TRW,,
Sahabat,040 A,2026,1,C,Engine,CE,BLN,,
Sahabat,040 A,2026,2,S,Engine,CE,BLN,,
Sahabat,040 A,2026,3,S,Engine,CE,BLN,,
Sahabat,040 A,2026,4,S,Engine,CE,BLN,,
Sahabat,040 A,2026,5,S,Engine,CE,BLN,,
Sahabat,040 A,2026,6,S,Engine,CE,BLN,,
Sahabat,040 A,2026,7,S,Engine,CE,BLN,,
Sahabat,040 A,2026,8,S,Engine,CE,BLN,,
Sahabat,040 A,2026,9,S,Engine,CE,BLN,,
Sahabat,040 A,2026,10,S,Engine,CE,BLN,,
Sahabat,040 A,2026,11,S,Engine,CE,BLN,,
Sahabat,040 A,2026,12,S,Engine,CE,BLN,,
Sahabat,040 C,2026,1,C,Engine,CE,BLN,,
Sahabat,040 C,2026,2,S,Engine,CE,BLN,,
Sahabat,040 C,2026,3,S,Engine,CE,BLN,,
Sahabat,040 C,2026,4,S,Engine,CE,BLN,,
Sahabat,040 C,2026,5,S,Engine,CE,BLN,,
Sahabat,040 C,2026,6,S,Engine,CE,BLN,,
Sahabat,040 C,2026,7,S,Engine,CE,BLN,,
Sahabat,040 C,2026,8,S,Engine,CE,BLN,,
Sahabat,040 C,2026,9,S,Engine,CE,BLN,,
Sahabat,040 C,2026,10,S,Engine,CE,BLN,,
Sahabat,040 C,2026,11,S,Engine,CE,BLN,,
Sahabat,040 C,2026,12,S,Engine,CE,BLN,,
Sahabat,041,2026,1,C,Engine,2E,BLN,,
Sahabat,041,2026,2,C,Engine,2E,BLN,,
Sahabat,041,2026,3,C,Engine,2E,BLN,,
Sahabat,041,2026,4,C,Engine,2E,BLN,,
Sahabat,041,2026,5,S,Engine,2E,BLN,,
Sahabat,041,2026,6,S,Engine,2E,BLN,,
Sahabat,041,2026,7,S,Engine,2E,BLN,,
Sahabat,041,2026,8,S,Engine,2E,BLN,,
Sahabat,041,2026,9,S,Engine,2E,BLN,,
Sahabat,041,2026,10,S,Engine,2E,BLN,,
Sahabat,041,2026,11,S,Engine,2E,BLN,,
Sahabat,041,2026,12,S,Engine,2E,BLN,,
Sahabat,042,2026,1,C,Engine,2E,BLN,,
Sahabat,042,2026,2,C,Engine,2E,BLN,,
Sahabat,042,2026,3,S,Engine,2E,BLN,,
Sahabat,042,2026,4,C,Engine,2E,BLN,,
Sahabat,042,2026,5,C,Engine,2E,BLN,,
Sahabat,042,2026,6,C,Engine,2E,BLN,,
Sahabat,042,2026,7,S,Engine,2E,BLN,,
Sahabat,042,2026,8,S,Engine,2E,BLN,,
Sahabat,042,2026,9,S,Engine,2E,BLN,,
Sahabat,042,2026,10,S,Engine,2E,BLN,,
Sahabat,042,2026,11,S,Engine,2E,BLN,,
Sahabat,042,2026,12,S,Engine,2E,BLN,,
Sahabat,043,2026,1,C,Engine,2E,BLN,,
Sahabat,043,2026,2,C,Engine,2E,BLN,,
Sahabat,043,2026,3,C,Engine,2E,BLN,,
Sahabat,043,2026,4,C,Engine,2E,BLN,,
Sahabat,043,2026,5,C,Engine,2E,BLN,,
Sahabat,043,2026,6,C,Engine,2E,BLN,,
Sahabat,043,2026,7,S,Engine,2E,BLN,,
Sahabat,043,2026,8,S,Engine,2E,BLN,,
Sahabat,043,2026,9,S,Engine,2E,BLN,,
Sahabat,043,2026,10,S,Engine,2E,BLN,,
Sahabat,043,2026,11,S,Engine,2E,BLN,,
Sahabat,043,2026,12,S,Engine,2E,BLN,,
Sahabat,044,2026,1,C,Engine,2E,BLN,,
Sahabat,044,2026,2,C,Engine,2E,BLN,,
Sahabat,044,2026,3,C,Engine,2E,BLN,,
Sahabat,044,2026,4,C,Engine,2E,BLN,,
Sahabat,044,2026,5,C,Engine,2E,BLN,,
Sahabat,044,2026,6,C,Engine,2E,BLN,,
Sahabat,044,2026,7,S,Engine,2E,BLN,,
Sahabat,044,2026,8,S,Engine,2E,BLN,,
Sahabat,044,2026,9,S,Engine,2E,BLN,,
Sahabat,044,2026,10,S,Engine,2E,BLN,,
Sahabat,044,2026,11,S,Engine,2E,BLN,,
Sahabat,044,2026,12,S,Engine,2E,BLN,,
Sahabat,045,2026,1,C,Engine,2E,BLN,,
Sahabat,045,2026,2,C,Engine,2E,BLN,,
Sahabat,045,2026,3,S,Engine,2E,BLN,,
Sahabat,045,2026,4,S,Engine,2E,BLN,,
Sahabat,045,2026,5,S,Engine,2E,BLN,,
Sahabat,045,2026,6,C,Engine,2E,BLN,,
Sahabat,045,2026,7,S,Engine,2E,BLN,,
Sahabat,045,2026,8,S,Engine,2E,BLN,,
Sahabat,045,2026,9,S,Engine,2E,BLN,,
Sahabat,045,2026,10,S,Engine,2E,BLN,,
Sahabat,045,2026,11,S,Engine,2E,BLN,,
Sahabat,045,2026,12,S,Engine,2E,BLN,,
Sahabat,046,2026,1,C,Engine,2E,Voy,,
Sahabat,046,2026,2,C,Engine,2E,Voy,,
Sahabat,046,2026,3,C,Engine,2E,Voy,,
Sahabat,046,2026,4,C,Engine,2E,Voy,,
Sahabat,046,2026,5,S,Engine,2E,Voy,,
Sahabat,046,2026,6,S,Engine,2E,Voy,,
Sahabat,046,2026,7,S,Engine,2E,Voy,,
Sahabat,046,2026,8,S,Engine,2E,Voy,,
Sahabat,046,2026,9,S,Engine,2E,Voy,,
Sahabat,046,2026,10,S,Engine,2E,Voy,,
Sahabat,046,2026,11,S,Engine,2E,Voy,,
Sahabat,046,2026,12,S,Engine,2E,Voy,,
Sahabat,048,2026,6,S,Engine,2E,SMT,,
Sahabat,048,2026,12,S,Engine,2E,SMT,,
Sahabat,059 A,2026,1,C,Deck,CO,BLN,,
Sahabat,059 A,2026,2,C,Deck,CO,BLN,,
Sahabat,059 A,2026,3,C,Deck,CO,BLN,,
Sahabat,059 A,2026,4,C,Deck,CO,BLN,,
Sahabat,059 A,2026,5,C,Deck,CO,BLN,,
Sahabat,059 A,2026,6,C,Deck,CO,BLN,,
Sahabat,059 A,2026,7,S,Deck,CO,BLN,,
Sahabat,059 A,2026,8,S,Deck,CO,BLN,,
Sahabat,059 A,2026,9,S,Deck,CO,BLN,,
Sahabat,059 A,2026,10,S,Deck,CO,BLN,,
Sahabat,059 A,2026,11,S,Deck,CO,BLN,,
Sahabat,059 A,2026,12,S,Deck,CO,BLN,,
Sahabat,059 B,2026,3,S,Engine,CE,TRW,,
Sahabat,059 B,2026,6,S,Engine,CE,TRW,,
Sahabat,059 B,2026,9,S,Engine,CE,TRW,,
Sahabat,059 B,2026,12,S,Engine,CE,TRW,,
Sahabat,059 C,2026,1,C,Deck,CO,BLN,,
Sahabat,059 C,2026,2,C,Deck,CO,BLN,,
Sahabat,059 C,2026,3,C,Deck,CO,BLN,,
Sahabat,059 C,2026,4,C,Deck,CO,BLN,,
Sahabat,059 C,2026,5,C,Deck,CO,BLN,,
Sahabat,059 C,2026,6,C,Deck,CO,BLN,,
Sahabat,059 C,2026,7,S,Deck,CO,BLN,,
Sahabat,059 C,2026,8,S,Deck,CO,BLN,,
Sahabat,059 C,2026,9,S,Deck,CO,BLN,,
Sahabat,059 C,2026,10,S,Deck,CO,BLN,,
Sahabat,059 C,2026,11,S,Deck,CO,BLN,,
Sahabat,059 C,2026,12,S,Deck,CO,BLN,,
Sahabat,059 D,2026,1,C,Engine,2E,BLN,,
Sahabat,059 D,2026,2,C,Engine,2E,BLN,,
Sahabat,059 D,2026,3,S,Engine,2E,BLN,,
Sahabat,059 D,2026,4,C,Engine,2E,BLN,,
Sahabat,059 D,2026,5,C,Engine,2E,BLN,,
Sahabat,059 D,2026,6,C,Engine,2E,BLN,,
Sahabat,059 D,2026,7,S,Engine,2E,BLN,,
Sahabat,059 D,2026,8,S,Engine,2E,BLN,,
Sahabat,059 D,2026,9,S,Engine,2E,BLN,,
Sahabat,059 D,2026,10,S,Engine,2E,BLN,,
Sahabat,059 D,2026,11,S,Engine,2E,BLN,,
Sahabat,059 D,2026,12,S,Engine,2E,BLN,,
Sahabat,059 E,2026,1,C,Engine,CE,BLN,,
Sahabat,059 E,2026,2,S,Engine,CE,BLN,,
Sahabat,059 E,2026,3,S,Engine,CE,BLN,,
Sahabat,059 E,2026,4,S,Engine,CE,BLN,,
Sahabat,059 E,2026,5,C,Engine,CE,BLN,,
Sahabat,059 E,2026,6,C,Engine,CE,BLN,,
Sahabat,059 E,2026,7,S,Engine,CE,BLN,,
Sahabat,059 E,2026,8,S,Engine,CE,BLN,,
Sahabat,059 E,2026,9,S,Engine,CE,BLN,,
Sahabat,059 E,2026,10,S,Engine,CE,BLN,,
Sahabat,059 E,2026,11,S,Engine,CE,BLN,,
Sahabat,059 E,2026,12,S,Engine,CE,BLN,,
Sahabat,059 F,2026,1,C,Deck,CO,BLN,,
Sahabat,059 F,2026,2,C,Deck,CO,BLN,,
Sahabat,059 F,2026,3,C,Deck,CO,BLN,,
Sahabat,059 F,2026,4,C,Deck,CO,BLN,,
Sahabat,059 F,2026,5,C,Deck,CO,BLN,,
Sahabat,059 F,2026,6,C,Deck,CO,BLN,,
Sahabat,059 F,2026,7,S,Deck,CO,BLN,,
Sahabat,059 F,2026,8,S,Deck,CO,BLN,,
Sahabat,059 F,2026,9,S,Deck,CO,BLN,,
Sahabat,059 F,2026,10,S,Deck,CO,BLN,,
Sahabat,059 F,2026,11,S,Deck,CO,BLN,,
Sahabat,059 F,2026,12,S,Deck,CO,BLN,,
Sahabat,059 G,2026,3,C,Deck,Master,TRW,,
Sahabat,059 G,2026,6,C,Deck,Master,TRW,,
Sahabat,059 G,2026,9,S,Deck,Master,TRW,,
Sahabat,059 G,2026,12,S,Deck,Master,TRW,,
Sahabat,059 H,2026,3,C,Deck,CO,TRW,,
Sahabat,059 H,2026,6,C,Deck,CO,TRW,,
Sahabat,059 H,2026,9,S,Deck,CO,TRW,,
Sahabat,059 H,2026,12,S,Deck,CO,TRW,,
Sahabat,059 I,2026,1,C,Engine,2E,BLN,,
Sahabat,059 I,2026,2,C,Engine,2E,BLN,,
Sahabat,059 I,2026,3,S,Engine,2E,BLN,,
Sahabat,059 I,2026,4,C,Engine,2E,BLN,,
Sahabat,059 I,2026,5,C,Engine,2E,BLN,,
Sahabat,059 I,2026,6,S,Engine,2E,BLN,,
Sahabat,059 I,2026,7,S,Engine,2E,BLN,,
Sahabat,059 I,2026,8,S,Engine,2E,BLN,,
Sahabat,059 I,2026,9,S,Engine,2E,BLN,,
Sahabat,059 I,2026,10,S,Engine,2E,BLN,,
Sahabat,059 I,2026,11,S,Engine,2E,BLN,,
Sahabat,059 I,2026,12,S,Engine,2E,BLN,,
Sahabat,059 J,2026,3,S,Engine,2E,TRW,,
Sahabat,059 J,2026,6,C,Engine,2E,TRW,,
