vessel,form_code,year,month,status,dept,pic,ket,submitted_at,updated_at
Pratama,022,2026,4,C,Deck,Master,BLN,,
Pratama,022,2026,5,C,Deck,Master,BLN,,
Pratama,022,2026,6,C,Deck,Master,BLN,,
Pratama,022,2026,7,S,Deck,Master,BLN,,
Pratama,022,2026,8,S,Deck,Master,BLN,,
Pratama,022,2026,9,S,Deck,Master,BLN,,
Pratama,022,2026,10,S,Deck,Master,BLN,,
Pratama,022,2026,11,S,Deck,Master,BLN,,
Pratama,022,2026,12,S,Deck,Master,BLN,,
Pratama,023,2026,1,C,Deck,Master,BLN,,
Pratama,023,2026,2,C,Deck,Master,BLN,,
Pratama,023,2026,3,C,Deck,Master,BLN,,
Pratama,023,2026,4,C,Deck,Master,BLN,,
Pratama,023,2026,5,C,Deck,Master,BLN,,
Pratama,023,2026,6,C,Deck,Master,BLN,,
Pratama,023,2026,7,S,Deck,Master,BLN,,
Pratama,023,2026,8,S,Deck,Master,BLN,,
Pratama,023,2026,9,S,Deck,Master,BLN,,
Pratama,023,2026,10,S,Deck,Master,BLN,,
Pratama,023,2026,11,S,Deck,Master,BLN,,
Pratama,023,2026,12,S,Deck,Master,BLN,,
Pratama,024,2026,1,C,Deck,Master,BLN,,
Pratama,024,2026,2,C,Deck,Master,BLN,,
Pratama,024,2026,3,C,Deck,Master,BLN,,
Pratama,024,2026,4,C,Deck,Master,BLN,,
Pratama,024,2026,5,C,Deck,Master,BLN,,
Pratama,024,2026,6,C,Deck,Master,BLN,,
Pratama,024,2026,7,S,Deck,Master,BLN,,
Pratama,024,2026,8,S,Deck,Master,BLN,,
Pratama,024,2026,9,S,Deck,Master,BLN,,
Pratama,024,2026,10,S,Deck,Master,BLN,,
Pratama,024,2026,11,S,Deck,Master,BLN,,
Pratama,024,2026,12,S,Deck,Master,BLN,,
Pratama,025,2026,1,C,Deck,Master,2 BLN,,
Pratama,025,2026,3,C,Deck,Master,2 BLN,,
Pratama,025,2026,5,C,Deck,Master,2 BLN,,
Pratama,025,2026,7,S,Deck,Master,2 BLN,,
Pratama,025,2026,9,S,Deck,Master,2 BLN,,
Pratama,025,2026,11,S,Deck,Master,2 BLN,,
Pratama,026,2026,3,C,Deck,Master,TRW,,
Pratama,026,2026,6,C,Deck,Master,TRW,,
Pratama,026,2026,9,S,Deck,Master,TRW,,
Pratama,026,2026,12,S,Deck,Master,TRW,,
Pratama,027,2026,3,C,Deck,Master,TRW,,
Pratama,027,2026,6,C,Deck,Master,TRW,,
Pratama,027,2026,9,S,Deck,Master,TRW,,
Pratama,027,2026,12,S,Deck,Master,TRW,,
Pratama,028,2026,3,C,Deck,Master,TRW,,
Pratama,028,2026,6,C,Deck,Master,TRW,,
Pratama,028,2026,9,S,Deck,Master,TRW,,
Pratama,028,2026,12,S,Deck,Master,TRW,,
Pratama,038,2026,3,C,Deck,CO,TRW,,
Pratama,038,2026,6,C,Deck,CO,TRW,,
Pratama,038,2026,9,S,Deck,CO,TRW,,
Pratama,038,2026,12,S,Deck,CO,TRW,,
Pratama,040 A,2026,1,C,Engine,CE,BLN,,
Pratama,040 A,2026,2,C,Engine,CE,BLN,,
Pratama,040 A,2026,3,C,Engine,CE,BLN,,
Pratama,040 A,2026,4,C,Engine,CE,BLN,,
Pratama,040 A,2026,5,C,Engine,CE,BLN,,
Pratama,040 A,2026,6,C,Engine,CE,BLN,,
Pratama,040 A,2026,7,S,Engine,CE,BLN,,
Pratama,040 A,2026,8,S,Engine,CE,BLN,,
Pratama,040 A,2026,9,S,Engine,CE,BLN,,
Pratama,040 A,2026,10,S,Engine,CE,BLN,,
Pratama,040 A,2026,11,S,Engine,CE,BLN,,
Pratama,040 A,2026,12,S,Engine,CE,BLN,,
Pratama,040 C,2026,1,C,Engine,CE,BLN,,
Pratama,040 C,2026,2,C,Engine,CE,BLN,,
Pratama,040 C,2026,3,C,Engine,CE,BLN,,
Pratama,040 C,2026,4,C,Engine,CE,BLN,,
Pratama,040 C,2026,5,C,Engine,CE,BLN,,
Pratama,040 C,2026,6,C,Engine,CE,BLN,,
Pratama,040 C,2026,7,S,Engine,CE,BLN,,
Pratama,040 C,2026,8,S,Engine,CE,BLN,,
Pratama,040 C,2026,9,S,Engine,CE,BLN,,
Pratama,040 C,2026,10,S,Engine,CE,BLN,,
Pratama,040 C,2026,11,S,Engine,CE,BLN,,
Pratama,040 C,2026,12,S,Engine,CE,BLN,,
Pratama,041,2026,1,C,Engine,2E,BLN,,
Pratama,041,2026,2,C,Engine,2E,BLN,,
Pratama,041,2026,3,C,Engine,2E,BLN,,
Pratama,041,2026,4,C,Engine,2E,BLN,,
Pratama,041,2026,5,C,Engine,2E,BLN,,
Pratama,041,2026,6,C,Engine,2E,BLN,,
Pratama,041,2026,7,S,Engine,2E,BLN,,
Pratama,041,2026,8,S,Engine,2E,BLN,,
Pratama,041,2026,9,S,Engine,2E,BLN,,
Pratama,041,2026,10,S,Engine,2E,BLN,,
Pratama,041,2026,11,S,Engine,2E,BLN,,
Pratama,041,2026,12,S,Engine,2E,BLN,,
Pratama,042,2026,1,C,Engine,2E,BLN,,
Pratama,042,2026,2,C,Engine,2E,BLN,,
Pratama,042,2026,3,C,Engine,2E,BLN,,
Pratama,042,2026,4,C,Engine,2E,BLN,,
Pratama,042,2026,5,C,Engine,2E,BLN,,
Pratama,042,2026,6,C,Engine,2E,BLN,,
Pratama,042,2026,7,S,Engine,2E,BLN,,
Pratama,042,2026,8,S,Engine,2E,BLN,,
Pratama,042,2026,9,S,Engine,2E,BLN,,
Pratama,042,2026,10,S,Engine,2E,BLN,,
Pratama,042,2026,11,S,Engine,2E,BLN,,
Pratama,042,2026,12,S,Engine,2E,BLN,,
Pratama,043,2026,1,C,Engine,2E,BLN,,
Pratama,043,2026,2,C,Engine,2E,BLN,,
Pratama,043,2026,3,C,Engine,2E,BLN,,
Pratama,043,2026,4,C,Engine,2E,BLN,,
Pratama,043,2026,5,C,Engine,2E,BLN,,
Pratama,043,2026,6,C,Engine,2E,BLN,,
Pratama,043,2026,7,S,Engine,2E,BLN,,
Pratama,043,2026,8,S,Engine,2E,BLN,,
Pratama,043,2026,9,S,Engine,2E,BLN,,
Pratama,043,2026,10,S,Engine,2E,BLN,,
Pratama,043,2026,11,S,Engine,2E,BLN,,
Pratama,043,2026,12,S,Engine,2E,BLN,,
Pratama,044,2026,1,C,Engine,2E,BLN,,
Pratama,044,2026,2,C,Engine,2E,BLN,,
Pratama,044,2026,3,C,Engine,2E,BLN,,
Pratama,044,2026,4,C,Engine,2E,BLN,,
Pratama,044,2026,5,C,Engine,2E,BLN,,
Pratama,044,2026,6,C,Engine,2E,BLN,,
Pratama,044,2026,7,S,Engine,2E,BLN,,
Pratama,044,2026,8,S,Engine,2E,BLN,,
Pratama,044,2026,9,S,Engine,2E,BLN,,
Pratama,044,2026,10,S,Engine,2E,BLN,,
Pratama,044,2026,11,S,Engine,2E,BLN,,
Pratama,044,2026,12,S,Engine,2E,BLN,,
Pratama,045,2026,1,C,Engine,2E,BLN,,
Pratama,045,2026,2,C,Engine,2E,BLN,,
Pratama,045,2026,3,C,Engine,2E,BLN,,
Pratama,045,2026,4,S,Engine,2E,BLN,,
Pratama,045,2026,5,S,Engine,2E,BLN,,
Pratama,045,2026,6,C,Engine,2E,BLN,,
Pratama,045,2026,7,S,Engine,2E,BLN,,
Pratama,045,2026,8,S,Engine,2E,BLN,,
Pratama,045,2026,9,S,Engine,2E,BLN,,
Pratama,045,2026,10,S,Engine,2E,BLN,,
Pratama,045,2026,11,S,Engine,2E,BLN,,
Pratama,045,2026,12,S,Engine,2E,BLN,,
Pratama,046,2026,1,C,Engine,2E,Voy,,
Pratama,046,2026,2,C,Engine,2E,Voy,,
Pratama,046,2026,3,C,Engine,2E,Voy,,
Pratama,046,2026,4,C,Engine,2E,Voy,,
Pratama,046,2026,5,C,Engine,2E,Voy,,
Pratama,046,2026,6,C,Engine,2E,Voy,,
Pratama,046,2026,7,S,Engine,2E,Voy,,
Pratama,046,2026,8,S,Engine,2E,Voy,,
Pratama,046,2026,9,S,Engine,2E,Voy,,
Pratama,046,2026,10,S,Engine,2E,Voy,,
Pratama,046,2026,11,S,Engine,2E,Voy,,
Pratama,046,2026,12,S,Engine,2E,Voy,,
Pratama,048,2026,6,C,Engine,2E,SMT,,
Pratama,048,2026,12,S,Engine,2E,SMT,,
Pratama,059 A,2026,1,C,Deck,CO,BLN,,
Pratama,059 A,2026,2,C,Deck,CO,BLN,,
Pratama,059 A,2026,3,C,Deck,CO,BLN,,
Pratama,059 A,2026,4,C,Deck,CO,BLN,,
Pratama,059 A,2026,5,C,Deck,CO,BLN,,
Pratama,059 A,2026,6,C,Deck,CO,BLN,,
Pratama,059 A,2026,7,S,Deck,CO,BLN,,
Pratama,059 A,2026,8,S,Deck,CO,BLN,,
Pratama,059 A,2026,9,S,Deck,CO,BLN,,
Pratama,059 A,2026,10,S,Deck,CO,BLN,,
Pratama,059 A,2026,11,S,Deck,CO,BLN,,
Pratama,059 A,2026,12,S,Deck,CO,BLN,,
Pratama,059 B,2026,3,C,Engine,CE,TRW,,
Pratama,059 B,2026,6,S,Engine,CE,TRW,,
Pratama,059 B,2026,9,S,Engine,CE,TRW,,
Pratama,059 B,2026,12,S,Engine,CE,TRW,,
Pratama,059 C,2026,1,C,Deck,CO,BLN,,
Pratama,059 C,2026,2,C,Deck,CO,BLN,,
Pratama,059 C,2026,3,C,Deck,CO,BLN,,
Pratama,059 C,2026,4,C,Deck,CO,BLN,,
Pratama,059 C,2026,5,C,Deck,CO,BLN,,
Pratama,059 C,2026,6,C,Deck,CO,BLN,,
Pratama,059 C,2026,7,S,Deck,CO,BLN,,
Pratama,059 C,2026,8,S,Deck,CO,BLN,,
Pratama,059 C,2026,9,S,Deck,CO,BLN,,
Pratama,059 C,2026,10,S,Deck,CO,BLN,,
Pratama,059 C,2026,11,S,Deck,CO,BLN,,
Pratama,059 C,2026,12,S,Deck,CO,BLN,,
Pratama,059 D,2026,1,C,Engine,2E,BLN,,
Pratama,059 D,2026,2,C,Engine,2E,BLN,,
Pratama,059 D,2026,3,C,Engine,2E,BLN,,
Pratama,059 D,2026,4,S,Engine,2E,BLN,,
Pratama,059 D,2026,5,S,Engine,2E,BLN,,
Pratama,059 D,2026,6,C,Engine,2E,BLN,,
Pratama,059 D,2026,7,S,Engine,2E,BLN,,
Pratama,059 D,2026,8,S,Engine,2E,BLN,,
Pratama,059 D,2026,9,S,Engine,2E,BLN,,
Pratama,059 D,2026,10,S,Engine,2E,BLN,,
Pratama,059 D,2026,11,S,Engine,2E,BLN,,
Pratama,059 D,2026,12,S,Engine,2E,BLN,,
Pratama,059 E,2026,1,C,Engine,CE,BLN,,
Pratama,059 E,2026,2,C,Engine,CE,BLN,,
Pratama,059 E,2026,3,C,Engine,CE,BLN,,
Pratama,059 E,2026,4,C,Engine,CE,BLN,,
Pratama,059 E,2026,5,C,Engine,CE,BLN,,
Pratama,059 E,2026,6,C,Engine,CE,BLN,,
Pratama,059 E,2026,7,S,Engine,CE,BLN,,
Pratama,059 E,2026,8,S,Engine,CE,BLN,,
Pratama,059 E,2026,9,S,Engine,CE,BLN,,
Pratama,059 E,2026,10,S,Engine,CE,BLN,,
Pratama,059 E,2026,11,S,Engine,CE,BLN,,
Pratama,059 E,2026,12,S,Engine,CE,BLN,,
Pratama,059 F,2026,1,C,Deck,CO,BLN,,
Pratama,059 F,2026,2,C,Deck,CO,BLN,,
Pratama,059 F,2026,3,C,Deck,CO,BLN,,
Pratama,059 F,2026,4,C,Deck,CO,BLN,,
Pratama,059 F,2026,5,C,Deck,CO,BLN,,
Pratama,059 F,2026,6,C,Deck,CO,BLN,,
Pratama,059 F,2026,7,S,Deck,CO,BLN,,
Pratama,059 F,2026,8,S,Deck,CO,BLN,,
Pratama,059 F,2026,9,S,Deck,CO,BLN,,
Pratama,059 F,2026,10,S,Deck,CO,BLN,,
Pratama,059 F,2026,11,S,Deck,CO,BLN,,
Pratama,059 F,2026,12,S,Deck,CO,BLN,,
Pratama,059 G,2026,3,C,Deck,Master,TRW,,
Pratama,059 G,2026,6,C,Deck,Master,TRW,,
Pratama,059 G,2026,9,S,Deck,Master,TRW,,
Pratama,059 G,2026,12,S,Deck,Master,TRW,,
Pratama,059 H,2026,3,C,Deck,CO,TRW,,
Pratama,059 H,2026,6,C,Deck,CO,TRW,,
Pratama,059 H,2026,9,S,Deck,CO,TRW,,
Pratama,059 H,2026,12,S,Deck,CO,TRW,,
Pratama,059 I,2026,1,C,Engine,2E,BLN,,
Pratama,059 I,2026,2,C,Engine,2E,BLN,,
Pratama,059 I,2026,3,C,Engine,2E,BLN,,
Pratama,059 I,2026,4,S,Engine,2E,BLN,,
Pratama,059 I,2026,5,C,Engine,2E,BLN,,
Pratama,059 I,2026,6,C,Engine,2E,BLN,,
Pratama,059 I,2026,7,S,Engine,2E,BLN,,
Pratama,059 I,2026,8,S,Engine,2E,BLN,,
Pratama,059 I,2026,9,S,Engine,2E,BLN,,
Pratama,059 I,2026,10,S,Engine,2E,BLN,,
Pratama,059 I,2026,11,S,Engine,2E,BLN,,
Pratama,059 I,2026,12,S,Engine,2E,BLN,,
Pratama,059 J,2026,3,C,Engine,2E,TRW,,
Pratama,059 J,2026,6,S,Engine,2E,TRW,,
Pratama,059 J,2026,9,S,Engine,2E,TRW,,
Pratama,059 J,2026,12,S,Engine,2E,TRW,,
Pratama,060,2026,6,S,Deck,Master,SMT,,
Pratama,060,2026,12,S,Deck,Master,SMT,,
Pratama,061,2026,1,C,Deck,CO,Weekly,,
Pratama,061,2026,2,C,Deck,CO,Weekly,,
Pratama,061,2026,3,C,Deck,CO,Weekly,,
Pratama,061,2026,4,C,Deck,CO,Weekly,,
Pratama,061,2026,5,C,Deck,CO,Weekly,,
Pratama,061,2026,6,C,Deck,CO,Weekly,,
Pratama,061,2026,7,S,Deck,CO,Weekly,,
Pratama,061,2026,8,S,Deck,CO,Weekly,,
Pratama,061,2026,9,S,Deck,CO,Weekly,,
Pratama,061,2026,10,S,Deck,CO,Weekly,,
Pratama,061,2026,11,S,Deck,CO,Weekly,,
Pratama,061,2026,12,S,Deck,CO,Weekly,,
Pratama,073B,2026,1,C,Engine,CE,Voy,,
Pratama,073B,2026,2,C,Engine,CE,Voy,,
Pratama,073B,2026,3,C,Engine,CE,Voy,,
Pratama,073B,2026,4,C,Engine,CE,Voy,,
Pratama,073B,2026,5,C,Engine,CE,Voy,,
Pratama,073B,2026,6,C,Engine,CE,Voy,,
Pratama,073B,2026,7,S,Engine,CE,Voy,,
Pratama,073B,2026,8,S,Engine,CE,Voy,,
Pratama,073B,2026,9,S,Engine,CE,Voy,,
Pratama,073B,2026,10,S,Engine,CE,Voy,,
Pratama,073B,2026,11,S,Engine,CE,Voy,,
Pratama,073B,2026,12,S,Engine,CE,Voy,,
Pratama,075,2026,1,C,Engine,Master,Weekly,,
Pratama,075,2026,2,C,Engine,Master,Weekly,,
Pratama,075,2026,3,C,Engine,Master,Weekly,,
Pratama,075,2026,4,C,Engine,Master,Weekly,,
Pratama,075,2026,5,C,Engine,Master,Weekly,,
Pratama,075,2026,6,C,Engine,Master,Weekly,,
Pratama,075,2026,7,S,Engine,Master,Weekly,,
Pratama,075,2026,8,S,Engine,Master,Weekly,,
Pratama,075,2026,9,S,Engine,Master,Weekly,,
Pratama,075,2026,10,S,Engine,Master,Weekly,,
Pratama,075,2026,11,S,Engine,Master,Weekly,,
Pratama,075,2026,12,S,Engine,Master,Weekly,,
Pratama,084 A,2026,6,C,Deck,CO,SMT,,
Pratama,084 A,2026,12,S,Deck,CO,SMT,,
Pratama,084 B,2026,6,C,Deck,CO,SMT,,
Pratama,084 B,2026,12,S,Deck,CO,SMT,,
Pratama,084 C,2026,6,C,Deck,CO,SMT,,
Pratama,084 C,2026,12,S,Deck,CO,SMT,,
Pratama,084 D,2026,6,C,Deck,CO,SMT,,
Pratama,084 D,2026,12,S,Deck,CO,SMT,,
Pratama,084 E,2026,6,C,Deck,CO,SMT,,
Pratama,084 E,2026,12,S,Deck,CO,SMT,,
Pratama,084 F,2026,6,C,Deck,CO,SMT,,
Pratama,084 F,2026,12,S,Deck,CO,SMT,,
Pratama,093A,2026,1,C,Deck,Master,BLN,,
Pratama,093A,2026,2,C,Deck,Master,BLN,,
Pratama,093A,2026,3,C,Deck,Master,BLN,,
Pratama,093A,2026,4,C,Deck,Master,BLN,,
Pratama,093A,2026,5,C,Deck,Master,BLN,,
Pratama,093A,2026,6,C,Deck,Master,BLN,,
Pratama,093A,2026,7,S,Deck,Master,BLN,,
Pratama,093A,2026,8,S,Deck,Master,BLN,,
Pratama,093A,2026,9,S,Deck,Master,BLN,,
Pratama,093A,2026,10,S,Deck,Master,BLN,,
Pratama,093A,2026,11,S,Deck,Master,BLN,,
Pratama,093A,2026,12,S,Deck,Master,BLN,,
Segoro,009,2026,1,C,Deck,Master,BLN,,
Segoro,009,2026,2,C,Deck,Master,BLN,,
Segoro,009,2026,3,C,Deck,Master,BLN,,
Segoro,009,2026,4,C,Deck,Master,BLN,,
Segoro,009,2026,5,C,Deck,Master,BLN,,
Segoro,009,2026,6,C,Deck,Master,BLN,,
Segoro,009,2026,7,S,Deck,Master,BLN,,
Segoro,009,2026,8,S,Deck,Master,BLN,,
Segoro,009,2026,9,S,Deck,Master,BLN,,
Segoro,009,2026,10,S,Deck,Master,BLN,,
Segoro,009,2026,11,S,Deck,Master,BLN,,
Segoro,009,2026,12,S,Deck,Master,BLN,,
Segoro,018,2026,1,C,Deck,CO,BLN,,
Segoro,018,2026,2,C,Deck,CO,BLN,,
Segoro,018,2026,3,C,Deck,CO,BLN,,
Segoro,018,2026,4,C,Deck,CO,BLN,,
Segoro,018,2026,5,C,Deck,CO,BLN,,
Segoro,018,2026,6,C,Deck,CO,BLN,,
Segoro,018,2026,7,S,Deck,CO,BLN,,
Segoro,018,2026,8,S,Deck,CO,BLN,,
Segoro,018,2026,9,S,Deck,CO,BLN,,
Segoro,018,2026,10,S,Deck,CO,BLN,,
Segoro,018,2026,11,S,Deck,CO,BLN,,
Segoro,018,2026,12,S,Deck,CO,BLN,,
Segoro,022,2026,1,C,Deck,Master,BLN,,
Segoro,022,2026,2,C,Deck,Master,BLN,,
